"Probes","Chr","Pos"
"cg01587386","chr7",65970924
"cg13466284","chr1",27189679
"cg21287054","chr19",54928012
"cg00816387","chr10",1975591
"cg03136493","chr6",166610956
"cg04066637","chr16",8619943
"cg07743117","chr5",77146278
"cg18026197","chr3",126422536
"cg11288801","chr19",1406661
"cg27637303","chr2",118942893
"cg02331910","chr1",153599831
"cg22400703","chr2",68545995
"cg00039463","chr16",3931489
"cg14074251","chr2",220299116
"cg22532774","chr2",239037049
"cg20421058","chr4",7337225
"cg13306087","chr5",71713491
"cg11942181","chr2",129659946
"cg21191514","chr11",2187921
"cg27532171","chr1",46952054
"cg21923770","chr17",1183159
"cg01412970","chr17",17109239
"cg06893273","chr17",46604774
"cg13837679","chr11",44329915
"cg07142285","chr20",57042703
"cg20597877","chr13",24882099
"cg05124918","chr12",52473462
"cg05118960","chr3",50359978
"cg03110795","chr7",1329410
"cg15670924","chr11",73669256
"cg11609571","chr5",145215629
"cg11342437","chr13",47126328
"cg19829856","chr18",44237658
"cg03287432","chr10",135060512
"cg21167269","chr9",98981500
"cg25716013","chr6",75954053
"cg16330552","chr3",44010115
"cg04457658","chr6",37732313
"cg24129222","chr2",74643251
"cg04134279","chr8",496327
"cg22902089","chr11",46318223
"cg02954987","chr3",49170599
"cg16893614","chr1",110614450
"cg01628467","chr17",7037406
"cg08023416","chr2",102803787
"cg20275928","chr17",79283959
"cg25433552","chr5",159560548
"cg21903286","chr12",42876128
"cg22715761","chr10",88428147
"cg14659662","chr1",54151053
"cg25731401","chr2",10572392
"cg00346985","chr1",46940516
"cg19573236","chr10",65733388
"cg13270055","chr22",36960499
"cg22270027","chr4",81128234
"cg01568228","chr9",90439543
"cg09100338","chr8",48676054
"cg17482114","chr3",123103936
"cg19867917","chr2",3642629
"cg12865939","chr11",8832938
"cg06943627","chr17",47590179
"cg24356964","chr1",3605979
"cg02085507","chr19",6739192
"cg04204221","chr2",121279483
"cg04057238","chr5",71713446
"cg10563109","chr6",5087749
"cg13680337","chr10",71626580
"cg02362978","chr17",9550137
"cg23533513","chr11",76849324
"cg24942922","chr3",120003547
"cg02952809","chr7",128094710
"cg08710469","chr1",156856513
"cg07045469","chr7",48494579
"cg17535961","chr5",171094783
"cg04413853","chr17",58499706
"cg11644585","chr17",8958019
"cg14301190","chr16",31159704
"cg08893853","chr1",151701251
"cg14654363","chr6",28601443
"cg12550344","chr5",151076195
"cg16208084","chr17",40274703
"cg19153828","chr2",127782651
"cg09527615","chr11",94883350
"cg08575722","chr11",32421845
"cg17851725","chr2",121269372
"cg24830730","chr7",150653195
"cg13753527","chr9",37040454
"cg01071644","chr9",139138751
"cg04406111","chr10",123779210
"cg23951474","chr11",2188061
"cg14748380","chr1",179713788
"cg03359095","chr20",61002866
"cg11911679","chr2",182520919
"cg09366730","chr4",2341370
"cg17017404","chr11",44329245
"cg05324407","chr16",86987828
"cg18900591","chr20",50419193
"cg26337070","chr2",85999873
"cg08991643","chr3",194014928
"cg14425869","chr9",98343728
"cg19286437","chr10",88428117
"cg22175814","chr17",71739339
"cg13198297","chr17",18046564
"cg00380835","chr19",51165752
"cg11724147","chr7",27703436
"cg18750087","chr10",43522143
"cg20011248","chr1",227747268
"cg01713950","chr1",17766995
"cg21363811","chr1",179713950
"cg14560110","chr17",20799470
"cg07085632","chr11",125974404
"cg25488547","chrX",85303309
"cg01205935","chr13",99737585
"cg08592890","chr16",30907246
"cg15015639","chr2",220282977
"cg25439883","chr6",26323563
"cg21852429","chr17",36997740
"cg03215599","chr6",1598921
"cg23006204","chr9",130700866
"cg08804111","chr11",102638778
"cg19679397","chr11",70048852
"cg25317157","chr10",128165040
"cg26715042","chr6",49681307
"cg15247509","chr10",48416977
"cg12443001","chr1",2467281
"cg06388647","chr2",121467863
"cg09374627","chr14",97206170
"cg12616097","chr1",17051629
"cg24648385","chr2",88583845
"cg25567448","chr2",97175065
"cg02110836","chr17",71953083
"cg22878388","chr2",105853796
"cg08404221","chr19",39523309
"cg00216693","chr2",131913247
"cg20736031","chr12",114203961
"cg23869158","chr13",47126023
"cg03309252","chr9",98314632
"cg19721065","chr12",113549986
"cg25607216","chr11",126976228
"cg11345143","chr13",20989349
"cg14618634","chr9",89193057
"cg19265480","chr1",147781887
"cg07751331","chr2",26205865
"cg05931423","chr5",115697214
"cg13793718","chr13",25212248
"cg07140497","chr12",113550113
"cg06347454","chr7",48494519
"cg19815818","chr17",7037365
"cg11512608","chr11",73357276
"cg22302929","chr6",28554373
"cg17465304","chr9",116861442
"cg10551329","chr6",32120933
"cg03292743","chr2",74642838
"cg26145670","chr6",28554497
"cg06230839","chr21",43189892
"cg09266924","chr15",29034669
"cg14614094","chr9",133567903
"cg23236370","chr5",33892705
"cg07225641","chr3",46618325
"cg23694533","chr17",40806193
"cg25866552","chr7",55072298
"cg21198712","chr9",98534327
"cg20066226","chr13",100218927
"cg26242687","chr6",41471014
"cg17279652","chr5",180622276
"cg26645709","chr15",89987792
"cg25138412","chr1",228891036
"cg21204522","chr6",27730016
"cg21187770","chr2",26205876
"cg08435674","chr6",36308494
"cg04117972","chr1",227635322
"cg26873880","chr6",160023689
"cg06829154","chr2",129659316
"cg05332854","chr16",54228582
"cg20457732","chr1",71172486
"cg05927817","chr6",18020357
"cg09243648","chr17",45944464
"cg10755878","chr2",167466717
"cg12243133","chr11",66823616
"cg12754571","chr1",247694271
"cg21436055","chr1",227746111
"cg14887505","chr7",1258581
"cg05934682","chr19",50394298
"cg16155393","chr3",46617303
"cg24652615","chr6",44243304
"cg18184769","chr1",12039714
"cg26907313","chr2",71167117
"cg17149103","chr1",147789480
"cg03676636","chr4",99064102
"cg08895590","chr1",91227319
"cg04637704","chr7",128696180
"cg02881684","chr19",45978153
"cg09669754","chr17",78166148
"cg04182912","chr14",95157037
"cg17277199","chr2",24397845
"cg00632007","chr6",1598984
"cg12150256","chr3",50359849
"cg25454270","chr11",116661678
"cg21205855","chr8",61563866
"cg14565151","chr12",95945384
"cg07313064","chr7",55072617
"cg18587476","chr2",24397810
"cg18098722","chr11",556889
"cg06210630","chr1",160085433
"cg04357965","chr5",77945347
"cg13110574","chr21",46493169
"cg25937577","chr22",31536476
"cg00349061","chr1",26371865
"cg01231141","chr5",178692691
"cg05618807","chr19",14376820
"cg06340713","chrX",85303427
"cg19907915","chr11",133821252
"cg03662997","chr11",15963027
"cg07223180","chr13",20989142
"cg04981619","chr2",43328122
"cg01194320","chr16",50493166
"cg19739906","chr2",138722326
"cg08951638","chr5",141706213
"cg06259612","chr12",133179338
"cg10775231","chr10",81967666
"cg11455444","chr2",121223947
"cg07189222","chr6",32847527
"cg21929564","chr5",42757171
"cg12934258","chr6",159084599
"cg26175343","chr20",6034888
"cg08571918","chr2",105275920
"cg02399371","chr17",79306875
"cg15448220","chr1",150897856
"cg20498637","chr6",41439456
"cg16913064","chr17",45949878
"cg08457421","chr22",31536431
"cg09547692","chr1",91027278
"cg08133631","chr1",26527909
"cg12388541","chr6",168773775
"cg05560575","chr12",116919971
"cg24727290","chr6",30850868
"cg12193833","chr17",30244370
"cg13064789","chr1",153762564
"cg23378165","chr17",9550256
"cg20871559","chr1",156361263
"cg25520960","chr2",219863984
"cg19484305","chr11",123940566
"cg15078284","chr19",36004994
"cg02282631","chr5",42953543
"cg21025349","chr11",126477878
"cg18364858","chr14",103227298
"cg04177826","chr22",50985681
"cg08234664","chr3",49170668
"cg20328456","chr6",32121113
"cg08436104","chr5",38168076
"cg09264065","chr1",29460936
"cg11704490","chr2",162284894
"cg10537450","chr1",147789973
"cg27111444","chr12",54590808
"cg15127250","chr12",51786489
"cg05105069","chrX",102585354
"cg07506749","chr16",54228447
"cg16897193","chr19",46443801
"cg01517680","chr16",49499006
"cg07524919","chr6",32063901
"cg02992311","chr19",39523626
"cg16415457","chr3",23713441
"cg02698580","chr10",86016643
"cg26173906","chr19",14376389
"cg12497374","chr3",14339534
"cg16083044","chr6",168788815
"cg26827653","chr11",125366540
"cg18140268","chr1",147781827
"cg00291837","chr1",55460884
"cg18786420","chr5",172673715
"cg27651238","chr12",52644264
"cg13245228","chr8",143537415
"cg05865340","chr2",240362550
"cg26046136","chr20",45526613
"cg01297627","chr19",55874586
"cg08951271","chr6",30850543
"cg14219918","chr9",127249562
"cg01987536","chr14",96890120
"cg00639615","chr15",89786496
"cg15671083","chr10",5406959
"cg17072519","chr22",21322063
"cg01090821","chr2",239066990
"cg03425348","chr2",20441979
"cg15076318","chr6",32847788
"cg12560020","chr15",93823645
"cg07833467","chr22",50986511
"cg22697684","chr17",9550173
"cg25582488","chr14",69095171
"cg23693749","chr18",76399434
"cg26207380","chr8",144222015
"cg13752184","chr13",100219013
"cg26817145","chr15",71807797
"cg27009812","chr16",3062597
"cg20559189","chr11",8101907
"cg23009780","chr2",96774492
"cg15093383","chr17",1820445
"cg26630791","chr5",83017000
"cg00320094","chr1",68695183
"cg26321999","chr6",30854011
"cg25221984","chr1",145714143
"cg14904725","chr13",113777045
"cg08731696","chr1",59280489
"cg07945733","chr10",118429485
"cg25921357","chr19",55887905
"cg04322572","chr10",43447618
"cg12948059","chr2",129659420
"cg20415053","chr1",26527928
"cg16800939","chr14",100631798
"cg02566259","chr4",3043199
"cg09069900","chr13",113776964
"cg21687740","chr1",157164556
"cg25037000","chr1",2931557
"cg02630477","chr1",40388223
"cg05115664","chr9",90621637
"cg08873792","chr6",32847811
"cg24833819","chr5",42924552
"cg10517650","chr3",113235015
"cg11631063","chr4",184679835
"cg07083902","chr6",1596254
"cg19969694","chr15",41185800
"cg21850518","chr17",42357520
"cg23042086","chr8",102236831
"cg00597076","chr17",1395880
"cg02193146","chr1",110752257
"cg20449659","chr11",32421752
"cg25122233","chr12",54412506
"cg19137107","chr11",44541999
"cg15752292","chr19",39970821
"cg11124420","chr9",95675274
"cg24129115","chr14",23352488
"cg21658372","chr19",49176968
"cg07671036","chr3",46875766
"cg26331343","chr3",156807520
"cg16059991","chr15",99975470
"cg11374335","chr19",34971543
"cg16268165","chr5",176274344
"cg10075506","chr2",1817351
"cg00760562","chr3",195942993
"cg25078026","chr6",28829931
"cg03357999","chr7",55516724
"cg18033770","chr9",139259074
"cg01308968","chr4",58061859
"cg25618731","chr16",2848409
"cg15526213","chr10",43818881
"cg10665961","chr17",8958039
"cg22842797","chr17",48912621
"cg08785317","chr16",86604854
"cg21217540","chr1",110752307
"cg18882670","chrX",118357084
"cg15166039","chr6",160023626
"cg08605301","chr7",29924135
"cg05003599","chr7",100187399
"cg04578397","chr16",56650508
"cg02086195","chr1",12656232
"cg19503249","chr1",248300479
"cg03123541","chr1",95699097
"cg11550547","chr11",77734490
"cg01781662","chr9",132387805
"cg25836232","chr18",12306837
"cg07090083","chr8",22642638
"cg18861753","chr5",178014801
"cg19510698","chr15",101421249
"cg17900861","chr15",99987322
"cg02124912","chr1",202091933
"cg25035376","chr12",57943261
"cg18348654","chr18",19476864
"cg15006627","chr12",13045938
"cg09362608","chr4",6659805
"cg14379965","chr2",150177134
"cg15255455","chr19",4534986
"cg00880984","chr6",82958011
"cg11206167","chr5",42924367
"cg23779495","chr6",28829674
"cg19526353","chr19",42760742
"cg27295595","chr16",29796756
"cg21053539","chr6",28829503
"cg00290607","chr11",67383545
"cg10382206","chr1",209373448
"cg15191795","chr4",8727474
"cg10612560","chr17",8019912
"cg16653408","chr22",42313569
"cg17113856","chr6",32120895
"cg24168538","chr4",35527016
"cg15829969","chr1",147801025
"cg19731612","chr5",176559334
"cg01568522","chr12",51786038
"cg27143204","chr5",54530375
"cg06893296","chr6",30095136
"cg02760164","chr15",42371967
"cg18630644","chr6",4079528
"cg04218880","chr1",40388264
"cg21790715","chr2",121776314
"cg03381704","chr21",30565638
"cg05403241","chr2",121776604
"cg09835878","chr14",74815131
"cg01668653","chr6",35733710
"cg07870378","chr16",4665298
"cg14336501","chr17",35424059
"cg01652244","chr6",74063982
"cg12043200","chr14",21090883
"cg11092486","chr6",5087604
"cg09395805","chr6",27186076
"cg01300914","chr6",2763797
"cg01902605","chr5",78366076
"cg25969992","chr12",121088408
"cg19593741","chr6",31734217
"cg07718903","chr20",6104261
"cg19489705","chr5",77146291
"cg06705862","chr3",128151236
"cg13048437","chr14",94360096
"cg17995050","chr7",55073248
"cg14016257","chr4",185926087
"cg23323671","chr1",26233623
"cg06167719","chr21",38362727
"cg18322510","chr1",236686618
"cg16347256","chr1",57285160
"cg16665310","chr13",100218136
"cg03765423","chr3",194014481
"cg21583668","chr3",49967678
"cg20427865","chr16",57406353
"cg20112159","chr12",80907159
"cg01278041","chr4",184018527
"cg07669403","chr18",19477059
"cg15753394","chr6",17282781
"cg14232218","chr9",93922330
"cg00424169","chr13",31506837
"cg26302230","chr2",219733839
"cg09113474","chr6",1601369
"cg25263801","chr7",112727506
"cg11830800","chr12",41087520
"cg08614082","chr6",158375684
"cg18574813","chr11",72381308
"cg06390079","chr17",19648855
"cg26230275","chr1",151965283
"cg04488758","chr12",95945366
"cg13939809","chr18",61669940
"cg14981253","chr7",5112642
"cg15620114","chr10",91296457
"cg18346398","chr6",1615992
"cg13430552","chr2",25427652
"cg19754520","chr10",101825118
"cg21683069","chr1",147781600
"cg01164574","chr21",22368940
"cg23897302","chr14",103393970
"cg02570888","chr1",225864873
"cg08641963","chr20",44451973
"cg18973628","chr11",94245350
"cg15414773","chr1",1100360
"cg15865827","chr18",23713838
"cg22012583","chr1",150947949
"cg02696067","chr6",30850977
"cg05501509","chr17",75789529
"cg14794735","chr7",129415968
"cg21813538","chr3",49967713
"cg00509187","chr13",44362093
"cg15124926","chr11",102702624
"cg23251248","chr14",55907374
"cg08409225","chr12",56617737
"cg17105755","chr2",74875317
"cg14295062","chr9",139949108
"cg13808012","chr1",244094935
"cg02007567","chr16",10912696
"cg23433008","chr5",179634578
"cg20509119","chrX",39378476
"cg14409029","chr11",19138243
"cg17220161","chr1",203242601
"cg13663855","chr14",21095414
"cg19676181","chr4",56660398
"cg09313482","chr8",120685317
"cg06491573","chr3",126062601
"cg13374701","chr1",27190088
"cg06846259","chr2",25384654
"cg20367266","chrX",102585123
"cg27539986","chr1",6664103
"cg10923408","chr13",31506710
"cg13290149","chr20",61002739
"cg20068058","chr11",46317859
"cg04981056","chr3",195943444
"cg16419584","chr10",129947858
"cg27305460","chr15",29969096
"cg24601559","chr2",43328536
"cg14676272","chr8",49836160
"cg25924274","chr2",121071122
"cg05822532","chr7",73442531
"cg14244636","chr10",100055918
"cg02910281","chr1",39407451
"cg14334161","chr10",72201622
"cg19959917","chr10",44878373
"cg22215678","chr18",19191718
"cg08166631","chr1",40599011
"cg05135729","chrX",118406951
"cg05148717","chr6",28829171
"cg01628528","chr13",24882594
"cg13305951","chr17",19314618
"cg20200200","chr1",18807388
"cg10424681","chr6",4079350
"cg16783571","chr6",74064594
"cg20270653","chr7",70962720
"cg13356540","chr1",7449057
"cg08597839","chr1",29461008
"cg07608867","chr10",49879854
"cg13802736","chr1",157948536
"cg12751521","chr12",109711293
"cg16968885","chr1",103574619
"cg05950212","chr1",149860711
"cg17870909","chr21",47566968
"cg09735896","chr17",39019978
"cg20860806","chr15",49267825
"cg08327367","chr11",46934663
"cg09361966","chr1",242220475
"cg05998486","chr7",150645092
"cg17091577","chr6",30854233
"cg13881108","chr7",55073432
"cg14624145","chr17",37024169
"cg08867399","chr2",129077561
"cg24969520","chr10",45359715
"cg07939626","chr6",30853073
"cg17816637","chr22",21387058
"cg21535947","chr13",25875133
"cg11203293","chr13",25777762
"cg27170141","chr1",10711044
"cg00050402","chr7",55073022
"cg08560952","chr16",50278816
"cg03080147","chr8",17270347
"cg19558933","chr11",134632242
"cg20964304","chr11",125040416
"cg17565967","chr20",61002711
"cg06520296","chr8",37350981
"cg15083775","chr17",48054048
"cg00813720","chr5",153989231
"cg26266427","chr6",32063838
"cg19421125","chr12",6882856
"cg24591835","chr5",76942048
"cg06634862","chr4",54457645
"cg19140429","chr17",48858746
"cg24146100","chr13",99737448
"cg17889682","chr7",95402733
"cg03146625","chr12",54448729
"cg07207652","chr17",45798257
"cg06714761","chr1",201096289
"cg08918020","chr20",30225706
"cg27431761","chr11",8361327
"cg22508928","chr1",10710134
"cg26802194","chr16",57916919
"cg03604322","chr22",32439052
"cg13946767","chr1",153599671
"cg00386405","chr19",30863275
"cg15371026","chr4",63682393
"cg16613240","chr6",10099623
"cg17765892","chr8",97156081
"cg04160749","chr8",58172571
"cg00296018","chr5",141205206
"cg21024112","chr6",41376993
"cg25224330","chr7",5278293
"cg02358323","chr11",44541718
"cg14192299","chr19",46417639
"cg18269141","chr1",2063966
"cg03829542","chr11",67029374
"cg25428553","chr2",105275706
"cg23629166","chr1",2345368
"cg05631230","chr11",116522252
"cg14518658","chr22",37726676
"cg00872984","chr6",32063991
"cg12860635","chr6",30095140
"cg00088688","chr6",167560504
"cg27422857","chr2",105853526
"cg14575854","chr17",37896175
"cg06213635","chr11",129488336
"cg03792788","chr2",121338607
"cg10587449","chr17",2654874
"cg10376827","chr10",88730324
"cg20118840","chr11",119928838
"cg25123895","chr2",21267113
"cg15851278","chr11",73669449
"cg19734801","chr5",131281112
"cg13888070","chr3",169684056
"cg22620027","chr1",21824391
"cg27387888","chr22",19724444
"cg18762806","chr8",48676000
"cg26684363","chr7",140135365
"cg03253303","chr17",29753081
"cg11632685","chr20",25128770
"cg11521079","chr17",78955599
"cg03125400","chr2",43327937
"cg23926439","chr1",228890884
"cg03253268","chr21",44592883
"cg26279372","chr14",101036192
